Name,Gender,Reason,Dates,Doc_title,Doc_number,Doc_url,Nationality
"Najm‐eddin  (a.k.a. Nejm‐eddin, Nejm‐eddeen, Najm‐eddeen, Nejm‐addin, Nejm‐addeen, Najm‐addeen, Najm‐addin) KHREIT  (a.k.a. Khrait)",male,"Former State Minister. As a former Government Minister, shares responsibility for the Syrian regime’s violent repression of the civilian population.",16-10-2012,COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036-20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,Syria
Abdullah  (a.k.a. Abdallah) Khaleel  (a.k.a. Khalil) HUSSEIN  a.k.a. Hussain),male,"Former State Minister in power after May 2011. As a former Government Minister, shares responsibility for the Syrian regime’s violent repression of the civilian population.",16-10-2012,COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036-20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,Syria
Jamal  Sha'ban  (a.k.a. Shaaban) SHAHEEN,male,"Former State Minister in power after May 2011. As a former Government Minister, shares responsibility for the Syrian regime’s violent repression of the civilian population.",16-10-2012,COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036-20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,Syria
Nizar Wahbeh YAZAJI,male,"Former Minister of Health.; As a former Government Minister, shares responsibility for the Syrian regime’s violent repression of the civilian population.",21-10-2014,COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036-20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,Syria
Razan  OTHMAN,female,"Razan Othman has close personal and financial relations with Rami Makhlouf, cousin of President Bashar al‐Assad and principal financer of the regime, who has been designated by the Council. As such, associated with the Syrian regime, and benefiting from it, notably through investments in the real estate sector.",16-10-2012,COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036-20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,Syria
Suleiman AL ABBAS,male,"Former Oil and Mineral Resources Minister in power after May 2011. As a former Government Minister, shares responsibility for the Syrian regime’s violent repression of the civilian population.",24-06-2014,COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036-20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,Syria
Kamal Eddin TU'MA,male,"Former Industry Minister in power after May 2011. As a former Government Minister, shares responsibility for the Syrian regime’s violent repression of the civilian population.",24-06-2014,COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036-20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,Syria
Kinda AL‐SHAMMAT (a.k.a. Shmat),female,"Former Social Affairs Minister in power after May 2011. As a former Government Minister, shares responsibility for the Syrian regime’s violent repression of the civilian population.",24-06-2014,COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036-20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,Syria
Hassan HIJAZI,male,"Former Minister for Labour in power after May 2011. As a former Government Minister, shares responsibility for the Syrian regime’s violent repression of the civilian population.",24-06-2014,COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036-20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,Syria
Ismael ISMAEL (a.k.a. Ismail Ismail; or Isma'Il Isma'il),male,"Former Finance Minister in power after May 2011. As a former Government Minister, shares responsibility for the Syrian regime’s violent repression of the civilian population.",24-06-2014,COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036-20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,Syria
Dr. Khodr ORFALI (a.k.a. Khud/Khudr; Urfali/Orphaly),male,"Former Economy and Foreign Trade Minister in power after May 2011. As a former Government Minister, shares responsibility for the Syrian regime’s violent repression of the civilian population.",24-06-2014,COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036-20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,Syria
Samir Izzat Qadi AMIN,male,"Former Internal Trade and Consumer Protection Minister in power after May 2011. As a former Government Minister, shares responsibility for the Syrian regime’s violent repression of the civilian population.",24-06-2014,COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036-20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,Syria
Bishr Riyad YAZIGI,male,"Advisor to President Bashar al-Assad. Former Minister of Tourism. As a former Government Minister, shares responsibility for the Syrian regime’s violent repression of the civilian population.",24-06-2014,COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036-20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,Syria
Dr. Malek  ALI  (a.k.a. Malik Ali),male,"Former Higher Education Minister in power after May 2011. As a former Government Minister, shares responsibility for the Syrian regime’s violent repression of the civilian population.",24-06-2014,COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036-20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,Syria
Hussein ARNOUS (a.k.a. Arnus) (حسين عرنوس),male,"Prime Minister. Appointed in August 2020.; As a Government Minister, shares responsibility for the Syrian regime’s violent repression of the civilian population.",24-06-2014,COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036-20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,Syria
Dr. Hassib Elias SHAMMAS (a.k.a. Hasib),male,"Former State Minister in power after May 2011. As a former Government Minister, shares responsibility for the Syrian regime’s violent repression of the civilian population.",24-06-2014,COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036-20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,Syria
Hashim Anwar AL-AQQAD,male,"Leading businessperson operating in Syria, with interests and/or activities in multiple sectors of Syria’s economy. He holds interests in and/or has significant influence in Anwar Akkad Sons Group (AASG) and its subsidiary United Oil. AASG is a conglomerate with interests in sectors such as oil, gas, chemicals, insurance, industrial machinery, real estate, tourism, exhibitions, contracting, insurance and medical equipment. He is also a co-founder of a leading security firm (ProGuard).; Hashim Anwar al-Aqqad also worked as a member of the Syrian Parliament as recently as 2012.; Hashim Anwar Al-Aqqad could not have remained successful without assistance from the regime. Given the extent of his business and political ties to the regime, he provides support to and benefits from the Syrian regime.",23-07-2014,COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036-20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,Syria
"Suhayl (a.k.a. Sohail, Suhail, Suheil) HASSAN (a.k.a. Hasan, al-Hasan, al-Hassan) known as ‘The Tiger’ (a.k.a. al-Nimr)",male,"Officer of the rank of Major-General in the Syrian Army after May 2011. Commander of army division known as ‘Tiger Forces’. Since August 2019, ‘Tiger Forces’ has been renamed ‘Division 25 Special Mission Forces’ and placed under the army’s centralcommand. Responsible for the violent repression of the civilian population in Syria.",23-07-2014,COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036-20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,Syria
Amr ARMANAZI,male,"Director‐General of the Syrian Scientific Studies and Research Centre (SSRC), responsible for providing support to the Syrian army for the acquisition of equipment used for the surveillance and repression of demonstrators. Also responsible for the development and production of non‐conventional weapons, including chemical weapons, and the missiles to deliver them.; Responsible for the violent repression of the civilian population; supports the Syrian regime.",23-07-2014,COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036-20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,Syria
Bayan BITAR,male,"Managing Director of the Organisation for Technological Industries (OTI), and the Syrian Company for Information Technology (SCIT), which are both subsidiaries of the Syrian Ministry of Defence, which has been designated by the Council. OTI assists in the production of chemical weapons for the Syrian regime. As Managing Director of OTI and the SCIT, Bayan Bitar provides support to the Syrian regime. Due to his role in the production of chemical weapons, he also shares responsibility for the violent repression of the Syrian population. In view of his senior position in these entities, he is also associated with the designated entities OTI and SCIT.",07-03-2015,COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036-20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,Syria
Brigadier General Ghassan ABBAS,male,"Manager of the branch of the designated Syrian Scientific Studies and Research Centre (SSRC/CERS) near Jumraya/Jmraiya. He has been involved in the proliferation of chemical weapons and the organisation of chemical weapons attacks, including in Ghouta in August 2013. He therefore shares responsibility for the violent repression of the Syrian population. As manager of the SSRC/CERS branch near Jumraya/Jmraiya, Ghassan Abbas provides support to the Syrian regime. As a result of his senior position in the SSRC, he is also associated with the designated entity SSRC.",07-03-2015,COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036-20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,Syria
Hassan SAFIYEH,male,"Former Minister of Internal Trade and Consumer Protection in power after May 2011 (appointed 27.8.2014). As a former Government Minister, shares responsibility for the Syrian regime’s violent repression of the civilian population.",21-10-2014,COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036-20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,Syria
George HASWANI,male,"Leading businessperson operating in Syria, with interests and/or activities in the engineering, construction and oil and gas sectors. He holds interests in and/or has significant influence in a number of companies and entities in Syria, in particular HESCO Engineering and Construction Company, a major engineering and construction company.",07-03-2015,COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036-20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,Syria
Emad HAMSHO,male,"Occupies a senior management position in Hamsho Trading. As a result of his senior position in Hamsho Trading, a subsidiary of Hamsho International, which has been designated by the Council, he provides support to the Syrian regime and is associated with that entity.; He is vice-president of the Syrian Council of Iron and Steel alongside designated regime businessmen such as Ayman Jabir. Hamsho’s assets include Syrian Metal Industries, a steel plant outside Damascus, which Hamsho has supplied with scrap metal looted by pro-government militias over the course of the war. He is also an associate of President Bashar al-Assad.",07-03-2015,COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036-20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,Syria
"Major General Muhamad  (a.k.a. Mohamed, Muhammad) MAHALLA  (a.k.a. Mahla, Mualla, Maalla, Muhalla)",male,"Member of the Syria Armed Forces of the rank of Major General in post after May 2011. Former head of the Syrian Military Intelligence (SMI), Branch 293 (Internal Affairs), since April 2015. Responsible for repression of and violence against the civilian population in Damascus/Damascus Countryside. Former Deputy Head of Political Security (2012), Officer of the Syrian Republican Guard and Vice-Director of the Political Security Directorate. Former head of Military Police, Member of the National Security Bureau.",29-05-2015,COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036-20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,Syria
Adib SALAMEH,male,"Member of the Syrian security and intelligence services in post after May 2011; Deputy Director of the Air Force Intelligence Directorate in Damascus; previously Head of Air Force Intelligence in Aleppo.; Member of the Syrian Armed Forces of the rank of Colonel and the equivalent or higher in post after May 2011; holds the rank of Major General.; Responsible for the violent repression of the civilian population in Syria, through the planning of and involvement in military assaults in Aleppo and authority over the arrest and detention of civilians.",28-10-2016,COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036-20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,Syria
Adnan Aboud HILWEH,male,"Holds the rank of Brigadier General of 155 Brigade and 157 Brigade in the Syrian Army in post after May 2011.; As the Brigadier General of 155 Brigade and 157 Brigade, he is responsible for the violent repression of the civilian population in Syria, including through his responsibility for the deployment and use of missile and chemical weapons in civilian areas in 2013 and involvement in large scale detentions.",28-10-2016,COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036-20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,Syria
Jawdat Salbi MAWAS,male,"Holds the rank of Major General, a senior officer in the Syrian Artillery and Missile Directorate of the Syrian Armed Forces, in post after May 2011.; As a senior ranking officer of the Syrian Artillery and Missile Directorate, he is responsible for violent repression of the civilian population, including the use of missiles and chemical weapons by Brigades under his command in highly populated civilian areas in Ghouta in 2013.",28-10-2016,COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036-20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,Syria
Tahir  Hamid  KHALIL  (a.k.a. Tahir Hamid Khali; Khalil Tahir Hamid),male,"Holds the ranks of Major General, Head of the Syrian Artillery and Missiles Directorate of the Syrian Armed Forces, in post after May 2011. As a senior ranking officer of the Syrian Artillery and Missile Directorate, he is responsible for the violent repression of the civilian population, including the deployment of missiles and chemical weapons by Brigades under his command in highly populated civilian areas in Ghouta in 2013.",28-10-2016,COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036-20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,Syria
Hilal HILAL (a.k.a. Hilal al-Hilal),male,Member of the regime-affiliated militias known as ‘Kataeb al-Baath’ (the Baath Party militia). Vice-Chairman of the Baath Party. Supports the Syrian regime through his role in the recruitment and organisation of the Baath Party militia.,28-10-2016,COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036-20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,Syria
Ammar AL‐SHARIF,male,Associated with a member of the Makhlouf family (brother‐in‐law of Rami Makhlouf).,28-10-2016,COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036-20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,Syria
Bishr AL-SABBAN,male,"Former Governor of Damascus, who was appointed by, and is associated with, President Bashar al-Assad. Supports the Syrian regime and is responsible for the violent repression of the civilian population in Syria, including engaging in discriminatory practices against Sunni communities within the capital.",28-10-2016,COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036-20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,Syria
Ahmad Sheik ABDUL‐QADER,male,"Former Governor of Quneitra, associated with and appointed by President Bashar al‐Assad. Previously Governor of Latakia. Supports and benefits from the Syrian regime, including by public support for the Syrian Armed Forces and pro‐regime militia.",28-10-2016,COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036-20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,Syria
Dr. Ghassan Omar KHALAF,male,"Former Governor of Hama, who was appointed by, and is associated with, President Bashar al‐Assad. He also supports and benefits from the Syrian regime. Ghassan Omar Khalaf is closely associated with members of a regime‐affiliated militia in Hama known as the Hama Brigade.",28-10-2016,COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036-20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,Syria
Khayr al‐Din AL‐SAYYED,male,"Former Governor of Idlib, associated with and appointed by President Bashar al‐Assad. Benefits from and supports the Syrian regime, including by providing support for Syrian Armed Forces and pro‐regime militia. Associated with the regime’s Minister of Awqaf, Dr. Mohammad Abdul‐Sattar al‐Sayyed, who is his brother.",28-10-2016,COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036-20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,Syria
Atef NADDAF,male,"Former Minister of Internal Trade and Consumer Protection.; As a former Government Minister, shares responsibility for the Syrian regime’s violent repression of the civilian population.",14-11-2016,COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036-20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,Syria
Hussein MAKHLOUF,male,"Minister of Water Resources since December 2023. Former Minister of local Administration and environment.; Former Governor of Damascus Governorate.; As a Government Minister, shares responsibility for the Syrian regime’s violent repression of the civilian population.; Cousin of Rami Makhlouf.",14-11-2016,COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036-20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,Syria
Ali AL-ZAFIR,male,"Former Minister of Communications and Technology. As a former Government Minister, shares responsibility for the Syrian regime’s violent repression of the civilian population.",14-11-2016,COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036-20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,Syria
Ali GHANEM,male,"Former Minister for Petroleum and Mineral Resources.; As a former Government Minister, shares responsibility for the Syrian regime’s violent repression of the civilian population.",14-11-2016,COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036-20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,Syria
"Mohammed (a.k.a. Mohamed, Muhammad, Mohammad) Ramez TOURJMAN (a.k.a. Tourjuman)",male,"Former Minister of Information. As a former Government Minister, shares responsibility for the Syrian regime’s violent repression of the civilian population.",14-11-2016,COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036-20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,Syria
"Mohammed (a.k.a. Mohamed, Muhammad, Mohammad) AL-AHMED (a.k.a. al-Ahmad)",male,"Former Culture Minister.; As a former Government Minister, shares responsibility for the Syrian regime’s violent repression of the civilian population.",14-11-2016,COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036-20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,Syria
Ali HAMOUD,male,"Former Transport Minister.; As a former Government Minister, shares responsibility for the Syrian regime’s violent repression of the civilian population.",14-11-2016,COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036-20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,Syria
Mohammed Zuhair (a.k.a. Zahir) KHARBOUTLI,male,"Former Electricity Minister.; As a former Government Minister, shares responsibility for the Syrian regime’s violent repression of the civilian population.",14-11-2016,COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036-20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,Syria
Maamoun (a.k.a. Ma’moun) HAMDAN,male,"Former Finance Minister.; As a former Government Minister, shares responsibility for the Syrian regime’s violent repression of the civilian population.",14-11-2016,COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036-20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,Syria
Nabil AL‐HASAN (a.k.a. al‐Hassan),male,"Former Minister of Water Resources.; Appointed in July 2016.; As a former Government Minister, shares responsibility for the Syrian regime’s violent repression of the civilian population.",14-11-2016,COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036-20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,Syria
Abdullah AL‐GHARBI (a.k.a. al‐Qirbi),male,"Former Minister of Internal Trade and Consumer Protection.; Appointed in July 2016.; As a former Government Minister, shares responsibility for the Syrian regime’s violent repression of the civilian population.",14-11-2016,COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036-20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,Syria
Abdullah ABDULLAH,male,"Minister of State. Appointed in August 2021.; As a Government Minister, shares responsibility for the Syrian regime’s violent repression of the civilian population.",14-11-2016,COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036-20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,Syria
Salwa ABDULLAH,female,"Former Minister of social affairs and labour.; Former State Minister.; As a former Government Minister, shares responsibility for the Syrian regime’s violent repression of the civilian population.",14-11-2016,COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036-20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,Syria
Rafe’a Abu SA’AD (a.k.a. Saad),male,"Former State Minister.; As a former Government Minister, shares responsibility for the Syrian regime’s violent repression of the civilian population.",14-11-2016,COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036-20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,Syria
Wafiqa HOSNI,female,"State Minister.; Appointed in July 2016.; As a Government Minister, shares responsibility for the Syrian regime’s violent repression of the civilian population.",14-11-2016,COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036-20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,Syria
Rima AL‐QADIRI (a.k.a. al‐Kadiri),female,"Minister for Social Affairs (since August 2015).; As a Government Minister, shares responsibility for the Syrian regime’s violent repression of the civilian population.",14-11-2016,COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036-20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,Syria
Duraid DURGHAM,male,"Former Governor of the Central Bank of Syria.; Was responsible for providing economic and financial support to the Syrian regime through his functions as the Governor of the Central Bank of Syria, which is also listed.",14-11-2016,COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036-20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,Syria
Ahmad BALLUL,male,"Holds the rank of Major General, a senior officer and Commander of the Syrian Arab Air and Air Defence Forces, in post after May 2011.; Operates in the chemical weapons proliferation sector and, as a senior ranking officer of the Syrian Arab Air Force, is responsible for the violent repression of the civilian population, including the use of chemical weapons attacks by the Syrian regime identified in the report of the Joint Investigative Mechanism.",21-03-2017,COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036-20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,Syria
Saji' DARWISH,male,"Holds the rank of Major General, a senior officer and former Commander of the 22nd Division of the Syrian Arab Air Force, in post after May 2011.; Operates in the chemical weapons proliferation sector and is responsible for the violent repression of the civilian population. As a senior ranking officer of the Syrian Arab Air Force and Commander of the 22nd Division until April 2017 he holds responsibility for the use of chemical weapons by aircraft operating from airbases under the control of the 22nd Division, including the attack on Talmenes that the Joint Investigative Mechanism reported was conducted by Hama airfield‐based regime helicopters.",21-03-2017,COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036-20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,Syria
Muhammed IBRAHIM,male,"Holds the rank of Brigadier General, a senior officer and Deputy Commander of the Syrian Arab Air Force 63rd Brigade, in post after May 2011.; Operates in the chemical weapons proliferation sector and, as a senior ranking officer of the Syrian Arab Air Force during the period investigated by the Joint Investigative Mechanism and as Deputy Commander of the 63rd Brigade from March to December 2015, is responsible for the violent repression of the civilian population through the use of chemical weapons by the 63rd Brigade in Talmenes (21.4.2014), Qmenas (16.3.2015) and Sarmin (16.3.2015).",21-03-2017,COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036-20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,Syria
Badi’ MU’ALLA,male,"Holds the rank of Brigadier General, a senior officer and Commander of 63rd Brigade of the Syrian Arab Air Force, in post after May 2011.; Operates in the chemical weapons proliferation sector and, as Commander of the 63rd Brigade during the period investigated by the Joint Investigative Mechanism, is responsible for the violent repression of the civilian population through the use of chemical weapons by the 63rd Brigade in Talmenes (21.4.2014), Qmenas (16.3.2015) and Sarmin (16.3.2015).",21-03-2017,COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036-20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,Syria
Hisham Mohammad Mamdouh AL‐SHA’AR,male,"Former Justice Minister.; As a former Government Minister, shares responsibility for the Syrian regime’s violent repression of the civilian population.",30-05-2017,COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036-20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,Syria
Mohammad Samer Abdelrahman AL-KHALIL,male,Economy and Foreign Trade Minister. Appointed in March 2017.,30-05-2017,COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036-20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,Syria
Salam Mohammad AL-SAFFAF,female,Administrative Development Minister. Appointed in March 2017.,30-05-2017,COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036-20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,Syria
Samir DABUL,male,"Holds the rank of Brigadier General, in post after May 2011.; As a senior military officer he is responsible for the violent repression of the civilian population and involved in the storage and deployment of chemical weapons. He is also associated with the Syrian Scientific Studies and Research Centre, a listed entity.",18-07-2017,COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036-20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,Syria
Ali WANUS,male,"Holds the rank of Major General, in post after May 2011.; As a senior military officer he is responsible for the violent repression of the civilian population and involved in the storage and deployment of chemical weapons.; He is also associated with the Syrian Scientific Studies and Research Centre, a listed entity.",18-07-2017,COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036-20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,Syria
Yasin Ahmad DAHI,male,"Holds the rank of Brigadier General in the Syrian Armed Forces, in post after May 2011. Senior officer within the Military Intelligence Directorate of the Syrian Armed Forces. Former head of Military Intelligence Branch 235 in Damascus and Military Intelligence in Homs. As a senior military officer he is responsible for the violent repression of the civilian population.",18-07-2017,COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036-20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,Syria
Muhammad Yousef HASOURI,male,"Brigadier General Muhammad Hasouri is a senior officer of the Syrian Air Force, in post after May 2011. He held the position as Chief of Staff of Air Force Brigade 50 and Deputy Commander of the Shayrat Airbase. Brigadier General Muhammad Hasouri operates in the chemical weapons proliferation sector and was involved in the chemical massacre in ‘Khan Sheikhoun’ of 4 April 2017. As a senior military officer he is responsible for the violent repression of the civilian population in Syria.",18-07-2017,COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036-20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,Syria
Malik HASAN,male,"Holds the rank of Major General, a senior officer and Commander of the 22nd Division of the Syrian Air Force, in post after May 2011.; As a senior officer of the Syrian Air Force and in the chain of command of the 22nd Division, he is responsible for the violent repression of the civilian population in Syria, including the use of chemical weapons by aircraft operating from airbases under the control of the 22nd Division, such as the attack on Talmenas that the Joint Investigative Mechanism established by the United Nations reported was conducted by Hama airfield-based regime helicopters.",18-07-2017,COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036-20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,Syria
Jayyiz Rayyan AL-MUSA,male,"Former Governor of Hasaka, appointed by President Bashar al-Assad; he is associated with President Bashar al-Assad.; Holds the rank of Major General, a senior officer and former Chief of Staff of the Syrian Air Force.; As a senior officer of the Syrian Air Force, he is responsible for the violent repression of the civilian population in Syria, including the use of chemical weapons attacks by the Syrian regime during his tenure as Chief of Staff of the Syrian Air Force, as identified in the report of the Joint Investigative Mechanism established by the United Nations.",18-07-2017,COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036-20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,Syria
Mayzar 'Abdu SAWAN,male,"Holds the rank of Major General, a senior officer and Commander of the 20th Division of the Syrian Air Force, in post after May 2011.; As a senior officer in the Syrian air force he is responsible for the violent repression of the civilian population including attacks against civilian areas by aircraft operating from airbases under the control of the 20th Division.",18-07-2017,COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036-20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,Syria
Mohammad Safwan KATAN,male,"Mohammad Safwan Katan is an engineer at the Syrian Scientific Studies and Research Centre, a listed entity. He is involved in chemical weapons proliferation and delivery. Mohammad Safwan Katan has been involved in the construction of barrel bombs which have been used against the civilian population in Syria.; He is associated with the Syrian Scientific Studies and Research Centre, a listed entity.",18-07-2017,COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036-20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,Syria
Mohammad  Ziad  GHRIWATI,male,"Mohammad Ziad Ghriwati is an engineer at the Syrian Scientific Studies and Research Centre. He is involved in chemical weapons proliferation and delivery. He has been involved in the construction of barrel bombs which have been used against the civilian population in Syria.; He is associated with the Syrian Scientific Studies and Research Centre, a listed entity.",18-07-2017,COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036-20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,Syria
Mohammad Darar KHALUDI,male,"Mohammad Darar Khaludi is an engineer at the Syrian Scientific Studies and Research Centre. He is involved in chemical weapons proliferation and delivery. He has been involved in the construction of barrel bombs which have been used against the civilian population in Syria.; He is also associated with the Syrian Scientific Studies and Research Centre, a listed entity.",18-07-2017,COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036-20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,Syria
