Name,Gender,Reason,Activity_based,Profit_based,Status_based,Family_member_sanctions,Dates,Doc_title,Doc_number,Doc_url,Case_Study,Nationality
Vital Vitalevich KAPILEVICH,male,"In his position as the Head of the Leninsky District Police Department of Minsk, Vital Kapilevich is responsible for the inhumane and degrading treatment, including torture, inflicted on citizens detained at the Leninsky District Police Department. The detainees were denied medical help; paramedics who arrived at the Department were intimidated to prevent the provision of medical assistance to the detainees.; He is therefore responsible for serious violations of human rights and the repression of civil society.",,,,,21-06-2021,COUNCIL_REGULATION_EU_765_2006_of_18_May_2006,02006R0765-20250226,http://data.europa.eu/eli/reg/2006/765/2025-02-26,Belarus,Belarusian
Kiryl Stanislavavich KISLOU,male,"In his position as Head of the Zavodsky District Police Department of Minsk, Kiryl Kislou is responsible for inhumane and degrading treatment, including torture, inflicted on citizens detained at the premises of this police station. He is also responsible for mass repressions against peaceful protesters, journalists, human rights activists, workers, representatives of the academic community and bystanders, inflicted by his subordinates.; He is therefore responsible for serious violations of human rights and the repression of civil society.",,,,,21-06-2021,COUNCIL_REGULATION_EU_765_2006_of_18_May_2006,02006R0765-20250226,http://data.europa.eu/eli/reg/2006/765/2025-02-26,Belarus,Belarusian
Siarhei Aliaksandravich VAREIKA,male,"In his former position as Deputy Head of the Zavodsky District Police Siarhei Vareika is responsible for the inhumane and degrading treatment, including torture, inflicted on citizens detained on the premises of the Zavodsky District Police Department in the wake of the 2020 presidential election. He is also responsible for the actions of his subordinates, who took part in mass repressions against peaceful protesters, journalists, human rights activists, workers, representatives of the academic community and bystanders. On 21 December 2020 he was appointed Head of Moskovsky District Police Department of Minsk.; He is therefore responsible for serious violations of human rights and the repression of civil society.",,,,,21-06-2021,COUNCIL_REGULATION_EU_765_2006_of_18_May_2006,02006R0765-20250226,http://data.europa.eu/eli/reg/2006/765/2025-02-26,Belarus,Belarusian
Siarhei Feliksavich DUBAVIK,male,"In his position as Deputy Head of the Leninsky District Police Department, Siarhei Dubavik is responsible for the inhumane and degrading treatment, including torture, inflicted on citizens detained on the premises of the Leninsky District Police Department in the wake of the 2020 presidential election. The detainees were denied medical help; paramedics who arrived at the Department were intimidated to prevent the provision of medical assistance to the detainees. He is also responsible for the actions of his subordinates, who took part in mass repressions against peaceful protesters, journalists, human rights activists, workers, representatives of the academic community and bystanders.; He is therefore responsible for serious violations of human rights and the repression of civil society and democratic opposition.",,,,,21-06-2021,COUNCIL_REGULATION_EU_765_2006_of_18_May_2006,02006R0765-20250226,http://data.europa.eu/eli/reg/2006/765/2025-02-26,Belarus,Belarusian
Aliaksandr Mechyslavavich ANDRYEUSKI,male,"In his position as Deputy Head of the Frunzensky District Police Department in Minsk, Aliaksandr Andryeuski is responsible for inhumane and degrading treatment, including torture, inflicted on citizens detained on the premises of the Fruzensky District Police Department in the wake of the 2020 presidential election. Detaineees were standing on their knees with heads down for hours, violently beaten, hit with a taser.; He is therefore responsible for serious violations of human rights and the repression of civil society and democratic opposition.",,,,,21-06-2021,COUNCIL_REGULATION_EU_765_2006_of_18_May_2006,02006R0765-20250226,http://data.europa.eu/eli/reg/2006/765/2025-02-26,Belarus,Belarusian
Vital Mikhailavich MAKRYTSKI,male,"In his former position as Deputy Head of the Oktyabrsky District Police Department of Minsk, Vital Makrytski was responsible for overseeing the severe beatings and torture of peaceful protesters and bystanders detained on the premises of this police department, in the wake of the 2020 presidential election.; In December 2020 he was promoted to the position of the Head of the Partizanski District Police Department of Minsk.; He is therefore responsible for serious violations of human rights and the repression of civil society and democratic opposition.",,,,,21-06-2021,COUNCIL_REGULATION_EU_765_2006_of_18_May_2006,02006R0765-20250226,http://data.europa.eu/eli/reg/2006/765/2025-02-26,Belarus,Belarusian
Yauhen Aliakseevich URUBLEUSKI,male,"In his position as a senior police sergeant of the Akrestina Offenders Isolation Centre. Yauhen Urubleuski is responsible for the inhumane and degrading treatment, including torture, inflicted on citizens detained in the Offenders’ Detention Centre. According to witnesses and media reports, he personally took part in brutal beatings of civilians detained in August 2020.; He is therefore responsible for serious human rights violations.",,,,,21-06-2021,COUNCIL_REGULATION_EU_765_2006_of_18_May_2006,02006R0765-20250226,http://data.europa.eu/eli/reg/2006/765/2025-02-26,Belarus,Belarusian
Mikalai Mikalaevich KARPIANKAU,male,"In his position as the Head of the Main Department for Combating Organized Crime and Corruption of the Ministry of Internal Affairs, Mikalai Karpiankau is responsible for the inhumane and degrading treatment inflicted on citizens who participated in peaceful protests and for their arbitrary arrest and detention. Numerous testimonies, photo and video evidence indicate that the group under his command beat and arrested peaceful protestors, threatened them with firearms. On 6 September 2020, Karpiankou was filmed as he was smashing a glass door with a baton to the café where peaceful protestors were hiding and brutally detaining them. A recording has been published where he claimed his department would use firearms against the protestors.; He is therefore responsible for serious human rights violations and for repression of civil society and democratic opposition.",,,,,21-06-2021,COUNCIL_REGULATION_EU_765_2006_of_18_May_2006,02006R0765-20250226,http://data.europa.eu/eli/reg/2006/765/2025-02-26,Belarus,Belarusian
Mikhail Viachaslavavich HRYB,male,"Mikhail Hryb was Head of the Department of Internal Affairs in the Vitebsk Regional Executive Committee from March 2019 to October 2020, afterwards being appointed Head of the Main Department of Internal Affairs of the Minsk city Executive Committee and assigned the title of major general of militia (police forces). In this capacity, he is responsible for the actions of police forces, respectively in the Vitebsk region until October 2020 and in Minsk since after October 2020, including violent repression of peaceful protesters and breaches of right to peaceful assembly and free speech, committed by police forces in Vitebsk and Minsk, in the aftermath of the 2020 Belarussian presidential elections. He is therefore responsible for serious violations of human rights and the repression of civil society and democratic opposition.",,,,,21-06-2021,COUNCIL_REGULATION_EU_765_2006_of_18_May_2006,02006R0765-20250226,http://data.europa.eu/eli/reg/2006/765/2025-02-26,Belarus,Belarusian
Viktar Genadzevich KHRENIN,male,"In his position as Minister of Defense of Belarus since 20 January 2020, Viktar Khrenin is responsible for the decision taken by the Command of the Air Forces and Air Defence Forces, on Lukashenka's instructions, to dispatch military aircraft to escort the forced landing of passenger flight FR4978 in Minsk airport without proper justification on 23 May 2021. This politically motivated decision was aimed at arresting and detaining opposition journalist Raman Pratasevich and Sofia Sapega and is a form of repression against civil society and democratic opposition in Belarus. He has made several public statements, declaring readiness to use the army against peaceful protesters in August 2020 and likening protesters' use of the historical white-red-white flag to Nazi collaborators.; He is therefore responsible for the repression of civil society and democratic opposition in Belarus, and is supporting the Lukashenka regime.",,,,,21-06-2021,COUNCIL_REGULATION_EU_765_2006_of_18_May_2006,02006R0765-20250226,http://data.europa.eu/eli/reg/2006/765/2025-02-26,Belarus,Belarusian
Ihar Uladzimiravich HOLUB,male,"In his former position as Commander of the Air Force and Air Defence Forces of the Armed Forces of the Republic of Belarus, Ihar Holub was responsible for the decision taken by the Command of the Air Forces and Air Defence Forces, on Lukashenka’s instructions, to dispatch military aircraft to escort the forced landing of passenger flight FR4978 in Minsk airport without proper justification on 23 May 2021.; This politically motivated decision was aimed at arresting and detaining opposition journalist Raman Pratasevich and Sofia Sapega and is a form of repression against civil society and democratic opposition in Belarus.; Following the incident, Ihar Holub gave press statements together with Belarusian Ministry of Transport Aviation Department Director Artem Sikorsky justifying the actions of the Belarusian aviation authorities.; He is therefore responsible for the repression of civil society and democratic opposition in Belarus, and is supporting the Lukashenka regime.; He remains active in the Lukashenka regime as the Director of the Aviation Department of the Ministry of Transport and Communications of Belarus.",,,,,21-06-2021,COUNCIL_REGULATION_EU_765_2006_of_18_May_2006,02006R0765-20250226,http://data.europa.eu/eli/reg/2006/765/2025-02-26,Belarus,Belarusian
Andrei Mikalaevich GURTSEVICH,male,"In his position as Chief of the Main Staff and First Deputy Commander of the Air Force and Air Defence Forces of the Armed Forces, Andrei Gurtsevich is responsible for the decision taken by the Command of the Air Forces and Air Defence Forces, on Lukashenka's instructions, to dispatch military aircraft to escort the forced landing of passenger flight FR4978 in Minsk airport without proper justification on 23 May 2021. This politically motivated decision was aimed at arresting and detaining opposition journalist Raman Pratasevich and Sofia Sapega and is a form of repression against civil society and democratic opposition in Belarus. Following the incident, he gave press statements justifying the actions of the Belarusian authorities.; He is therefore responsible for the repression of civil society and democratic opposition in Belarus, and is supporting the Lukashenka regime.",,,,,21-06-2021,COUNCIL_REGULATION_EU_765_2006_of_18_May_2006,02006R0765-20250226,http://data.europa.eu/eli/reg/2006/765/2025-02-26,Belarus,Belarusian
Leanid Mikalaevich CHURO,male,"In his former position as Director General of the BELAERONAVIGATSIA State-Owned Enterprise, Leanid Churo was responsible for Belarusian air traffic control. He therefore bears responsibility for diverting passenger flight FR4978 to Minsk airport without proper justification on 23 May 2021. This politically motivated decision was aimed at arresting and detaining opposition journalist Raman Pratasevich and Sofia Sapega and is a form of repression against civil society and democratic opposition in Belarus.; He is therefore responsible for the repression of civil society and democratic opposition.; He remains active in the Lukashenka regime as the chairman of the Republican Chess Federation – Public Association ‘Belarusian Chess Federation’.",,,,,21-06-2021,COUNCIL_REGULATION_EU_765_2006_of_18_May_2006,02006R0765-20250226,http://data.europa.eu/eli/reg/2006/765/2025-02-26,Belarus,Belarusian
Aliaksei Mikalaevich AURAMENKA,male,"In his position as Minister of Transport and Communications of Belarus, Aliaksei Auramenka is responsible for the state management in the sphere of civil aviation and supervision of air traffic control. He therefore bears responsibility for diverting passenger flight FR4978 to Minsk airport without proper justification on 23 May 2021. This politically motivated decision was aimed at arresting and detaining opposition journalist Raman Pratasevich and Sofia Sapega and is a form of repression against civil society and democratic opposition in Belarus. He is therefore responsible for repression of civil society and democratic opposition.",,,,,21-06-2021,COUNCIL_REGULATION_EU_765_2006_of_18_May_2006,02006R0765-20250226,http://data.europa.eu/eli/reg/2006/765/2025-02-26,Belarus,Belarusian
Artsiom Igaravich SIKORSKI,male,"In his former capacity as the Director of the Aviation Department of the Ministry of Transport and Communications of Belarus, Artsiom Sikorski was responsible for state management in the sphere of civil aviation and supervision of air traffic control. He therefore bears responsibility for diverting passenger flight FR4978 to Minsk on 23 May 2021 without a proper justification. This politically motivated decision was aimed at arresting and detaining the opposition journalist Raman Pratasevich and Sofia Sapega and is a form of repression against civil society and democratic opposition of Belarus.; Following the incident, he gave press statements together with Commander of the Air Force and Air Defence Forces of the Armed Forces of the Republic of Belarus, Ihar Holub, justifying the actions of the Belarusian aviation authorities.; He is therefore responsible for repression of civil society and democratic opposition and is supporting the Lukashenka regime.; He remains active in the Lukashenka regime as the Director General of the BELAERONAVIGATSIA State-Owned Enterprise.",,,,,21-06-2021,COUNCIL_REGULATION_EU_765_2006_of_18_May_2006,02006R0765-20250226,http://data.europa.eu/eli/reg/2006/765/2025-02-26,Belarus,Belarusian
Aleh Siarheevich HAIDUKEVICH,male,"Aleh Haidukevich is the Deputy Chairman of the Standing Committee on International Affairs in the House of Representatives of the National Assembly, and member of the delegation of the National Assembly for contacts with the Parliamentary Assembly of the Council of Europe. He made public statements, applauding diverting passenger flight FR4978 to Minsk on 23 May 2021. This politically motivated decision was done without proper justification and was aimed at arresting and detaining opposition journalist Raman Pratasevich and Sofia Sapega and is a form of repression against civil society and democratic opposition in Belarus.; Additionally, Aleh Haidukevich made public statements suggesting that Belarusian opposition leaders may be detained abroad and transported to Belarus ‘in a car trunk’, thus supporting the ongoing crackdown of security forces on Belarusian democratic opposition and journalists.; Aleh Haidukevich is the chairman of the Liberal Democratic Party of Belarus, which supports Lukashenka.; He is therefore supporting the Lukashenka regime.",,,,,21-06-2021,COUNCIL_REGULATION_EU_765_2006_of_18_May_2006,02006R0765-20250226,http://data.europa.eu/eli/reg/2006/765/2025-02-26,Belarus,Belarusian
Ihar Anatolevich KRUCHKOU,male,"In his position as Head of Separate Service for Active Measures (ASAM) of the Special Forces of the State Border Committee, Ihar Kruchkou is responsible for actions of forces under his command, who are involved in the physical transportation of migrants inside Belarus to the border between Belarus and Union Member States. ASAM charges the transported migrants for the border crossing. Those actions are implemented as part of operation ‘Gate’.; He is therefore contributing to activities by the Lukashenka regime that facilitate the illegal crossing of the external borders of the Union.",,,,,02-12-2021,COUNCIL_REGULATION_EU_765_2006_of_18_May_2006,02006R0765-20250226,http://data.europa.eu/eli/reg/2006/765/2025-02-26,Belarus,Belarusian
Anatol Piatrovich LAPO,male,"In his former position as Chairman of the State Border Committee, Anatol Lapo was responsible for actions of border control bodies under his command, whose border guards were documented as directing, guiding or forcing migrants to illegally cross the border between Belarus and Union Member States, and whose deliberate failure to carry out their duties properly facilitates attempts by migrants to cross that border.; He is therefore responsible for organising activities by the Lukashenka regime that facilitate the illegal crossing of the external borders of the Union.; He was passed to the military reserve in May 2023.",,,,,02-12-2021,COUNCIL_REGULATION_EU_765_2006_of_18_May_2006,02006R0765-20250226,http://data.europa.eu/eli/reg/2006/765/2025-02-26,Belarus,Belarusian
Kanstantsin Henadzevich MOLASTAU,male,"In his former position as Head of the Grodno Border Group, Kanstantsin Molastau was responsible for actions of border guards under his command. The deliberate failure of the Grodno Border Group to carry out its duties properly facilitates attempts by migrants to cross the border with Union Member States.; He is therefore contributing to activities by the Lukashenka regime that facilitate the illegal crossing of the external borders of the Union.; He was appointed by Lukashenka as the Chairman of the State Border Committee.",,,,,02-12-2021,COUNCIL_REGULATION_EU_765_2006_of_18_May_2006,02006R0765-20250226,http://data.europa.eu/eli/reg/2006/765/2025-02-26,Belarus,Belarusian
Pavel Mikalaevich KHARCHANKA,male,"In his position as Head of the Polotsk Border Detachment, Pavel Kharchanka is responsible for actions of border guards under his command. The deliberate failure of the Polotsk Border Detachment to carry out its duties properly facilitates attempts by migrants to cross the border with Union Member States.; He is therefore contributing to activities by the Lukashenka regime that facilitate the illegal crossing of the external borders of the Union.",,,,,02-12-2021,COUNCIL_REGULATION_EU_765_2006_of_18_May_2006,02006R0765-20250226,http://data.europa.eu/eli/reg/2006/765/2025-02-26,Belarus,Belarusian
Ihar Mikalaevich GUTNIK,male,"In his former position as Head of the Brest Border Group, Ihar Gutnik, who in 2018 became a deputy of the Brest Regional Council as one of the candidates loyal to Lukashenka, was responsible for the actions of the border guards under his command. The deliberate failure of the Brest Border Group to carry out its duties properly facilitates attempts by migrants to cross the border with Union Member States.; He is therefore contributing to activities by the Lukashenka regime that facilitate the illegal crossing of the external borders of the Union.; He was appointed by Lukashenka as Deputy Chairman of the State Border Committee.",,,,,02-12-2021,COUNCIL_REGULATION_EU_765_2006_of_18_May_2006,02006R0765-20250226,http://data.europa.eu/eli/reg/2006/765/2025-02-26,Belarus,Belarusian
Aliaksandr Barysavich DAVIDZIUK,male,"In his position as Head of the Lida Border Detachment, Aliaksandr Davidziuk is responsible for actions of border guards under his command. The deliberate failure of the Lida Border Detachment to carry out its duties properly facilitates attempts by migrants to cross the border with Union Member States. He is therefore contributing to activities by the Lukashenka regime that facilitate the illegal crossing of the external borders of the Union.",,,,,02-12-2021,COUNCIL_REGULATION_EU_765_2006_of_18_May_2006,02006R0765-20250226,http://data.europa.eu/eli/reg/2006/765/2025-02-26,Belarus,Belarusian
Maksim Viktaravich BUTRANETS,male,"In his former position as Head of the Smorgon Border Group, Maksim Butranets was responsible for actions of border guards under his command. The deliberate failure of the Smorgon Border Group to carry out its duties properly facilitates attempts by migrants to cross the border with Union Member States. Maksim Butranets also stated that the number of migrants at the Belarusian-Lithuanian border remained at the usual level, despite the substantial increase observed on the Lithuanian side. He is therefore contributing to activities by the Lukashenka regime that facilitate the illegal crossing of the external borders of the Union.; He was appointed as the Head of the Brest Border Group.",,,,,02-12-2021,COUNCIL_REGULATION_EU_765_2006_of_18_May_2006,02006R0765-20250226,http://data.europa.eu/eli/reg/2006/765/2025-02-26,Belarus,Belarusian
Anatol Anatolyevich GLAZ,male,"Anatol Glaz has been Head of the Department of Information and Digital Diplomacy and Spokesperson of the Ministry of Foreign Affairs of Belarus since 11 June 2018. In this capacity, he made a number of public statements, supporting the policy of the Lukashenka regime in its latest attempts to facilitate the illegal crossings of the external borders of Union Member States. He also publicly defended the forced landing of passenger flight FR4978 in Minsk airport without proper justification on 23 May 2021. This politically motivated decision had the aim of the arrest and detention of opposition journalist Raman Pratasevich and Sofia Sapega and is a form of repression against civil society and democratic opposition in Belarus.; He is therefore supporting the Lukashenka regime.",,,,,02-12-2021,COUNCIL_REGULATION_EU_765_2006_of_18_May_2006,02006R0765-20250226,http://data.europa.eu/eli/reg/2006/765/2025-02-26,Belarus,Belarusian
Siarhei Aliaksandravich EPIKHAU,male,"In his position as judge at the Minsk Regional Court, Siarhei Epikhau is responsible for politically motivated rulings against opposition leaders and activists, in particular the sentencing of Maria Kolesnikova and Maksim Znak, who are considered as political prisoners by human rights organisations. Violations of rights of defence and of the right to a fair trial were reported during trials conducted under his supervision.; He is therefore responsible for serious human rights violations and for seriously undermining the rule of law, as well as for the repression of civil society and democratic opposition.",,,,,02-12-2021,COUNCIL_REGULATION_EU_765_2006_of_18_May_2006,02006R0765-20250226,http://data.europa.eu/eli/reg/2006/765/2025-02-26,Belarus,Belarusian
Ihar Viachaslavavich LIUBAVITSKI,male,"In his position as judge at the Supreme Court of the Republic of Belarus, Ihar Liubavitski is responsible for politically motivated rulings against opposition leaders, activists and journalists, in particular the sentencing of opposition presidential candidate Viktar Babarika, who is considered a political prisoner by human rights organisations.; He is therefore responsible for serious human rights violations and for seriously undermining the rule of law, as well as for the repression of civil society and democratic opposition.",,,,,02-12-2021,COUNCIL_REGULATION_EU_765_2006_of_18_May_2006,02006R0765-20250226,http://data.europa.eu/eli/reg/2006/765/2025-02-26,Belarus,Belarusian
Siarhei Siarheevich GIRGEL,male,"In his position as the Senior Prosecutor of the Department of Public Prosecution of the General Prosecutor’s Office, Siarhei Girgel has represented the Lukashenka regime in politically motivated cases against opposition leaders and civil society members. In particular he has prosecuted the opposition presidential candidate Viktar Babarika, who is recognised as a political prisoner by human rights organisations. Siarhei Girgel has continuously asked the judge for long-term prison sentences.; He is therefore responsible for serious human rights violations and for seriously undermining the rule of law, as well as for the repression of civil society and democratic opposition.",,,,,02-12-2021,COUNCIL_REGULATION_EU_765_2006_of_18_May_2006,02006R0765-20250226,http://data.europa.eu/eli/reg/2006/765/2025-02-26,Belarus,Belarusian
Valiantsina Genadzeuna KULIK,female◄,"In her position as judge at the Supreme Court of the Republic of Belarus, Valiantsina Kulik is responsible for politically motivated decisions against activists and opposition leaders. In particular she denied Viktar Babarika’s complaint to initiate a civil case based on his complaints against the Central Electoral Commission’s decision to refuse registration as a presidential candidate.; She is therefore responsible for serious human rights violations and for seriously undermining the rule of law, as well as for the repression of civil society and democratic opposition.",1,0,0,0,02-12-2021,COUNCIL_REGULATION_EU_765_2006_of_18_May_2006,02006R0765-20250226,http://data.europa.eu/eli/reg/2006/765/2025-02-26,Belarus,Belarusian
Andrei Andreevich PRAKAPUK,male,"In his former position as the Deputy Director of the Financial Investigations Department of the State Control Committee of the Republic of Belarus, Andrei Prakapuk was responsible for politically motivated campaigns of that department against journalists and independent Belarusian media outlets. He personally approved a decision to search the premises of independent media outlet TUT.by and initiated a court case into TUT.by and the journalists employed by TUT.by, as well as blocking access to the TUT.by website.; He is therefore responsible for serious human rights violations and the repression of civil society and democratic opposition as well as for seriously undermining the rule of law.; He remains active in the Lukashenka regime as Director of the Republican Unitary Enterprise ‘Brest Center for Standardization, Metrology and Certification’.",,,,,02-12-2021,COUNCIL_REGULATION_EU_765_2006_of_18_May_2006,02006R0765-20250226,http://data.europa.eu/eli/reg/2006/765/2025-02-26,Belarus,Belarusian
Ihar Anatolevich MARSHALAU,male,"Ihar Marshalau is the Deputy Chairman of the State Control Committee of Belarus and Director of the Financial Investigations Department of the State Control Committee. In that position, he is responsible for initiating the politically motivated tax evasion case against the media outlet TUT.by, allegedly based on Article 243 of the Criminal Code of the Republic of Belarus, which threatens the freedom of media in Belarus. He is also responsible for the searches conducted in May 2021 at the office of TUT.by in Minsk, at regional offices and at the homes of several TUT.by staff.; He is also responsible for the detention of members of the Belarus Press Club in December 2020, a search and confiscation of items at the office of Rights of People with Disabilities including the violent interrogation of Aleh Hrableuski and Syarhei Drazdouski in January 2021, the detention of and tax evasion charges on member of the Coordination Council Liliya Ulasava, as well as the searches and detentions affecting employees of PandaDoc software company, who was running the initiative ‘Protect Belarus’, in September 2021.; He is therefore responsible for serious human rights violations and the repression of civil society and democratic opposition as well as for seriously undermining the rule of law.",,,,,02-12-2021,COUNCIL_REGULATION_EU_765_2006_of_18_May_2006,02006R0765-20250226,http://data.europa.eu/eli/reg/2006/765/2025-02-26,Belarus,Belarusian
Hanna Mikhailauna SAKALOUSKAYA,female◄,"In her position as judge at the Supreme Court of the Republic of Belarus, Hanna Sakalouskaya is responsible for the politically motivated decision to liquidate the Belarus PEN Center – a Belarusian civil society organisation. She is also responsible for a politically motivated decision leading up to the liquidation of the Belarus Helsinki Committee (BHC), as on 2 September 2021 she dismissed the complaint from BHC concerning the warning directed towards BHC by the Belarusian Ministry of Justice.; She is therefore responsible for serious human rights violations and for seriously undermining the rule of law, as well as for the repression of civil society and democratic opposition.",1,0,0,0,02-12-2021,COUNCIL_REGULATION_EU_765_2006_of_18_May_2006,02006R0765-20250226,http://data.europa.eu/eli/reg/2006/765/2025-02-26,Belarus,Belarusian
Marat Siarheevich MARKAU,male,"Marat Markau is the Chairman of the Management Board of State-controlled TV channel ONT and the host of the ‘Markov: Nothing Personal’ programme. In this position he has been willingly providing the Belarusian public with false information about the outcome of elections, protests and the repression perpetrated by the State authorities, and the circumstances of the forced landing of passenger flight FR4978 in Minsk airport without proper justification on 23 May 2021. He is directly responsible for the way in which the ONT channel presents information about the situation in the country, thus lending support to the authorities, including Lukashenka. He is therefore supporting the Lukashenka regime.; Markov conducted the first forced interview with Raman Pratasevich, after Pratasevich was detained and according to numerous reports tortured by the Belarusian authorities. Markov also threatened and intimidated ONT workers who were striking in the wake of fraudulent 2020 presidential elections and authorities’ crackdown. He is therefore responsible for the repression of civil society and democratic opposition.",,,,,02-12-2021,COUNCIL_REGULATION_EU_765_2006_of_18_May_2006,02006R0765-20250226,http://data.europa.eu/eli/reg/2006/765/2025-02-26,Belarus,Belarusian
Dzmitry Siarheevich KARSIUK,male,"In his position as judge at the Central District of the City of Minsk Court, Dzmitriy Karsiuk is responsible for numerous politically motivated rulings against peaceful protesters, in particular the sentencing of Yahor Viarshynin, Pavel Lukoyanov, Artsiom Sakovich and Mikalai Shemetau, who are recognised as political prisoners by Belarusian Human rights organisation Viasna. He has sentenced people to penal colony, prison and house arrest for taking part in peaceful protests, posts on social media, use of the white-red-white flag of Belarus and other exercises of civil freedoms.; He is therefore responsible for serious human rights violations and for seriously undermining the rule of law, as well as for the repression of civil society and democratic opposition.",,,,,02-12-2021,COUNCIL_REGULATION_EU_765_2006_of_18_May_2006,02006R0765-20250226,http://data.europa.eu/eli/reg/2006/765/2025-02-26,Belarus,Belarusian
Ihar Vasilievich KARPENKA,male,"In his position as Chairperson of the Central Commission of the Republic of Belarus on Elections and Holding Republican Referenda since 13 December 2021, Ihar Karpenka is responsible for the organisation and holding of the constitutional referendum of 27 February 2022, which does not meet the international standards of rule of law, democracy and human rights and does not meet the criteria set by the Venice Commission. In particular, the drafting process was not transparent and did not involve civil society or the democratic opposition in exile.; He is therefore responsible for seriously undermining democracy and the rule of law in Belarus.",,,,,03-06-2022,COUNCIL_REGULATION_EU_765_2006_of_18_May_2006,02006R0765-20250226,http://data.europa.eu/eli/reg/2006/765/2025-02-26,Belarus,Belarusian
Dzmitry Aliakseevich ALEKSIN,male,"Dzmitry Aleksin is the son of Aliaksei Aleksin, a prominent Belarusian businessman. In 2021 he became the co-owner of companies owned by or associated with his father, including Energo-Oil, Belneftgaz and Grantlo (formerly Energo-Oil-Invest). Those companies were given preferential treatment based on presidential decrees signed by Aliaksandr Lukashenka: Inter Tobacco was given exclusive privileges to import tobacco products to Belarus, while Belneftgaz was appointed national transit monitoring operator.; He is therefore benefitting from the Lukashenka regime.",,,,,03-06-2022,COUNCIL_REGULATION_EU_765_2006_of_18_May_2006,02006R0765-20250226,http://data.europa.eu/eli/reg/2006/765/2025-02-26,Belarus,Belarusian
Vital Aliakseevich ALEKSIN,male,"Vital Aleksin is the son of Aliaksei Aleksin, a prominent Belarusian businessman. In 2021 he became the co-owner of companies owned by or associated with his father, including Energo-Oil, Belneftgaz and Grantlo (formerly Energo-Oil-Invest). Those companies were given preferential treatment based on presidential decrees signed by Aliaksandr Lukashenka: Inter Tobacco was given exclusive privileges to import tobacco products to Belarus, while Belneftgaz was appointed national transit monitoring operator.; He is therefore benefitting from the Lukashenka regime.",,,,,03-06-2022,COUNCIL_REGULATION_EU_765_2006_of_18_May_2006,02006R0765-20250226,http://data.europa.eu/eli/reg/2006/765/2025-02-26,Belarus,Belarusian
Bogoljub KARIĆ,male,"Bogoljub Karić is a Serbian businessman and politician. Together with his family members, he developed a network of real estate companies in Belarus and has cultivated a network of contacts with the family of Aliaksandr Lukashenka. In particular, he has been closely associated with Dana Holdings and its former subsidiary Dana Astra, and he reportedly represented those entities during meetings with Lukashenka. The Minsk World project, which was developed by a company associated with Karić, was described by Lukashenka as ‘an example of cooperation of the Slavonic world’. Thanks to those close relationships with Lukashenka and his entourage, companies associated with Karić received preferential treatment from the Lukashenka regime, including tax breaks and plots of land for real estate development.; He is therefore benefitting from and supporting the Lukashenka regime.",,,,,03-06-2022,COUNCIL_REGULATION_EU_765_2006_of_18_May_2006,02006R0765-20250226,http://data.europa.eu/eli/reg/2006/765/2025-02-26,Belarus,Serbian
Andrii SICH,male,"Andrii Sich is a co-host of the programme ‘Platform’ on state-owned television channel ‘Belarus 1’. In that position, he has supported regime narratives that aim to discredit independent media, undermine democracy and justify repression. He has supported the Lukashenka regime’s narrative about Western states’ intentions to organise acoup d’étatin Belarus and called for harsh punishments for those allegedly involved, supported disinformation campaigns about mistreatment of migrants arriving in the Union from Belarus, and promoted the image of independent media as agents of foreign influence whose activity should be restricted.; He is therefore supporting the Lukashenka regime.",,,,,03-06-2022,COUNCIL_REGULATION_EU_765_2006_of_18_May_2006,02006R0765-20250226,http://data.europa.eu/eli/reg/2006/765/2025-02-26,Belarus,Belarusian
Dzianis Aliaksandravich MIKUSHEU,male,"Dzianis Mikusheu is the Head of the Department for Supervision of Compliance with the Law of Court Decisions in Criminal Cases of the Prosecutor’s Office of the Gomel Region/Oblast and senior legal adviser. In that position, he is responsible for initiating the prosecutions of Siarhei Tsikhanouski, Artsiom Sakau, Dzmitry Papou, lhar Losik, Uladzimir Tsyhanovich and Mikalai Statkevich. He contributed to the arbitrary detention of Siarhei Tsikhanouski, as presented in the report by the Human Rights Council’s Working Group on Arbitrary Detention.; He is therefore responsible for serious human rights violations and for undermining the rule of law, as well as for the repression of civil society and democratic opposition.",,,,,03-06-2022,COUNCIL_REGULATION_EU_765_2006_of_18_May_2006,02006R0765-20250226,http://data.europa.eu/eli/reg/2006/765/2025-02-26,Belarus,Belarusian
Mikalai Ivanavich DOLIA,male,"Mikalai Dolia is a judge at the Gomel Regional Court. ln that position, he is responsible for sentencing Siarhei Tsikhanouski, Artsiom Sakau, Dzmitry Papou, lhar Losik, Uladzimir Tsyhanovich and Mikalai Statkevich to disproportionally lengthy prison terms. He contributed to the arbitrary detention of Siarhei Tsikhanouski, as presented in the report by the Human Rights Council’s Working Group on Arbitrary Detention.; He is therefore responsible for serious violations of human rights and for undermining the rule of law, as well as for the repression of civil society and democratic opposition.",,,,,03-06-2022,COUNCIL_REGULATION_EU_765_2006_of_18_May_2006,02006R0765-20250226,http://data.europa.eu/eli/reg/2006/765/2025-02-26,Belarus,Belarusian
