Name_id,Name,Gender,Statement_of_reason,Activity-based,Profit_based,Status_based,Family-member_sanctions,Date_designated,Doc_num,Doc_title,Doc_url,Nationality,Regime_name,Designation_source,
490,VINOGRADOVA Natalya,female,"Natalya Vinogradova, as the Deputy Head of the Ownership and Financial Crimes Department in the Investigative Committee of the Russian Interior Ministry, was involved in the mistreatment of Sergei Magnitsky, which contributed significantly to his death on 16 November 2009. Vinogradova was part of a ‘team’ of investigators, who failed to investigate complaints made by Magnitsky about his mistreatment and provided support to subordinates who were directly involved in that conduct.",1,0,0,0,06/07/2020,n.a.,UK Sanctions list,https://www.gov.uk/government/publications/the-uk-sanctions-list  ,n.a.,The Global Human Rights Sanctions Regulations 2020,UK,
491,GAUSS Alexandra,female,"Alexandra Gauss was a doctor at Matrosskaya Tishina detention centre where Sergei Magnitsky was detained during the final hours of his life on 16 November 2009. She failed to provide or ensure the proper administration of medical care which contributed to his death; she also facilitated the mistreatment of Magnitsky after his transfer to Matrosskaya Tishina, including beating by a security team.",1,0,0,0,06/07/2020,n.a.,UK Sanctions list,https://www.gov.uk/government/publications/the-uk-sanctions-list  ,n.a.,The Global Human Rights Sanctions Regulations 2020,UK,
492,LITVINOVA Larisa,female,Larisa Anatolievna Litvinova was head of the therapeutic ward at Butyrka Prison where Sergei Magnitsky was detained between 25 July and 16 November 2009. She was involved in the mistreatment of Sergei Magnitsky by failing to ensure the proper administration of medical care to him during this period causing him considerable suffering and contributing significantly to his death.,1,0,0,0,06/07/2020,n.a.,UK Sanctions list,https://www.gov.uk/government/publications/the-uk-sanctions-list  ,n.a.,The Global Human Rights Sanctions Regulations 2020,UK,
493,TRIKULYA Elena,female,"Elena Anatolievna Trikulya, as an investigator for the Investigative Committee in the Russian Ministry of the Interior after the death of Sergei Magnitsky on 16 November 2009, failed to properly investigate those responsible for his mistreatment in detention, which contributed significantly to his death, and concealed evidence in relation to that conduct.",1,0,0,0,06/07/2020,n.a.,UK Sanctions list,https://www.gov.uk/government/publications/the-uk-sanctions-list  ,n.a.,The Global Human Rights Sanctions Regulations 2020,UK,
494,STASHINA Yelena,female,"Yelena Stashina, as a Judge at Moscow’s Tverskoi District Court, was involved in decisions to extend the detention of Sergei Magnitsky, and in particular on 12 November 2009, four days before his death. In this capacity, Stashina facilitated the mistreatment / denial of medical care to Sergei Magnitsky which contributed significantly to his death.",1,0,0,0,06/07/2020,n.a.,UK Sanctions list,https://www.gov.uk/government/publications/the-uk-sanctions-list  ,n.a.,The Global Human Rights Sanctions Regulations 2020,UK,
495,UKHNALYOVA Svetlana,female,"Svetlana Ukhnalyova, as a Judge at Moscow’s Tverskoi District Court, was involved in decisions to extend the detention of Sergei Magnitsky, and in particular on 15 June 2009. In this capacity, Ukhnalyova facilitated the mistreatment / denial of medical care to Sergei Magnitsky which contributed significantly to his death on 16 November 2009.",1,0,0,0,06/07/2020,n.a.,UK Sanctions list,https://www.gov.uk/government/publications/the-uk-sanctions-list  ,n.a.,The Global Human Rights Sanctions Regulations 2020,UK,
496,Jammeh Zineb,female,"Former President of Gambia Yahya Jammeh was responsible for inciting, promoting and ordering extrajudicial killings; enforced disappearances; kidnappings and torture; as well as wider human rights violations during his tenure as President between 1994 and 2016. Zineb Jammeh is the former “First Lady” of The Gambia and is married to Yahya Jammeh. She is associated with Yahya Jammeh and his regime, and used a charitable foundation and charities as cover for the illicit transfer of funds between herself and the Former President.",1,0,1,1,10/12/2020,n.a.,UK Sanctions list,https://www.gov.uk/government/publications/the-uk-sanctions-list  ,n.a.,The Global Human Rights Sanctions Regulations 2020,UK,
497,Chirino Yohaira,female,"Yohaira Hernandez CHIRINO is an involved person within the Global Human Rights (Sanctions) Regulations 2020 as CHIRINO promoted, and incited serious human rights violations committed against protestors in the form of torture and cruel, inhuman and degrading treatment. Therefore, CHIRINO has been involved in an activity that violated the right not to be subjected to torture or cruel, inhuman or degrading treatment or punishment.",1,0,0,0,08/12/2022,n.a.,UK Sanctions list,https://www.gov.uk/government/publications/the-uk-sanctions-list  ,n.a.,The Global Human Rights Sanctions Regulations 2020,UK,
498,Su Guiqin,female,"SU is an involved person under the Global Human Rights Sanctions Regulations 2020 because she has been responsible for, provided support for or obtained benefit from activity that violates the rights of individuals not to be subjected to torture or cruel, inhuman or degrading treatment or punishment to be free from slavery, not to be held in servitude or required to perform forced or compulsory labour. SU is a director of the Kings Romans Group which controls the Golden Triangle Special Economic Zone (GTSEZ), and is the wife of Zhao Wei, the owner and president of Kings Romans Group. Therefore, she bears responsibility for, supported or obtained benefit from the trafficking of individuals to the GTSEZ, where they were forced to work as scammers targeting English-speaking individuals and subject to physical abuse and further cruel, inhuman and degrading treatment or punishment.",1,1,1,1,07/12/2023,n.a.,UK Sanctions list,https://www.gov.uk/government/publications/the-uk-sanctions-list  ,n.a.,The Global Human Rights Sanctions Regulations 2020,UK,
499,VASEGHI Leila,female,"Leila Vaseghi is or has been involved in the commission of serious human rights violations in Iran, namely violations of the right to life and to freedom of assembly, through her role as the Governor of Shahr-e Qods during the November 2019 protests in Qods city.",1,0,0,0,10/10/2022,n.a.,UK Sanctions list,https://www.gov.uk/government/publications/the-uk-sanctions-list  ,n.a.,The Iran (Sanctions) Regulations 2023,UK,
500,TAGHANAKI Soghra,female,"Soghra Khodadadi TAGHANAKI is an ""involved person"" under the Iran (Sanctions) Regulations 2023 because she is or has been involved in the commission of serious human rights violations or abuses in Iran through her position as the Warden of Qarchak Women's Prison.",1,0,0,0,06/07/2023,n.a.,UK Sanctions list,https://www.gov.uk/government/publications/the-uk-sanctions-list  ,n.a.,The Iran (Sanctions) Regulations 2023,UK,
501,Oo Thida,female,"Dr Thida Oo is the sitting Attorney General of Myanmar. She was appointed by the State Administration Council (SAC), following the February 2021 military coup, after her predecessor, U Tun Tun Oo, was forcibly removed from office. 
 
 She is involved in undermining democracy through the manner of her appointment and her acceptance of the role. She is also, reportedly, responsible for building cases against the Civil Disobedience Movement and Aung San Suu Kyi, which directly undermines the democracy movement. Further, Dr Thida Oo acts on behalf of, or at the direction of, and/or is associated with the SAC (designated under the Myanmar (Sanctions) Regulations 2021). 
 
 Dr Thida Oo is also associated with the Commander-in-Chief and Chairman of the SAC, Min Aung Hlaing (designated under the Global Human Rights (Sanctions) Regulations 2020 and Myanmar (Sanctions) Regulations 2021.",1,0,1,0,31/01/2022,n.a.,UK Sanctions list,https://www.gov.uk/government/publications/the-uk-sanctions-list  ,n.a.,The Myanmar (Sanctions) Regulations 2021,UK,
502,Khin Phyu Win ,female,"Khin Phyu Win is an involved person under The Myanmar (Sanctions) Regulations 2021. In her role as current Director and shareholder of Shoon Energy Pte Limited, Khin Phyu Win has been 
profiting financially from activity which represses the civilian population in Myanmar, namely through the supply of aviation fuel.",1,1,0,0,27/03/2023,n.a.,UK Sanctions list,https://www.gov.uk/government/publications/the-uk-sanctions-list  ,n.a.,The Myanmar (Sanctions) Regulations 2021,UK,
503,Myo Thitsar ,female,"Myo Thitsar has been involved in the repression of the civilian population in Myanmar through the supply to Myanmar of restricted goods and/or restricted technology, and/or of material related to such goods or technology. Namely, through her role as having been Head of Department, Procurement & Supply of Dynasty International.",1,0,0,0,31/10/2023,n.a.,UK Sanctions list,https://www.gov.uk/government/publications/the-uk-sanctions-list  ,n.a.,The Myanmar (Sanctions) Regulations 2021,UK,
504,Castro Gonzalez Sonia,female,"As Minister of Health, Sonia Castro oversaw serious human rights violations. Under her direction, the Ministry of Health instructed public hospitals not to treat victims of the regime’s violent repression and dismissed medical staff who came to the aid of injured protesters from the public health system.",1,0,0,0,31/12/2020,n.a.,UK Sanctions list,https://www.gov.uk/government/publications/the-uk-sanctions-list  ,n.a.,The Nicaragua (Sanctions) (EU Exit) Regulations 2020,UK,
505,Murillo Zambrana Rosario,female,"Rosario MURILLO is the Vice President of Nicaragua, First Lady of Nicaragua, government spokesperson and leader of the Sandinista Youth. According to the President of Nicaragua, Daniel Ortega, Rosario MURILLO shares power equally with him - the Constitution allows the President to delegate any duties to his Vice President. There are reasonable grounds to suspect that, in her position as Vice President, MURILLO had authority over and knowledge of: the state-backed repression of political demonstrations and activities; repression of civilians including through her leadership of the Sandinista Youth wing; and the discrediting of independent journalists and the exclusion of candidates from the electoral process. She is therefore responsible for undermining democracy and the rule of law, repression of civil society and the democratic opposition, and for human rights violations.",1,0,1,1,15/11/2021,n.a.,UK Sanctions list,https://www.gov.uk/government/publications/the-uk-sanctions-list  ,n.a.,The Nicaragua (Sanctions) (EU Exit) Regulations 2020,UK,
506,Guido Ochoa Ana,female,"Ana Julia Guido Ochoa is the Attorney General of the Republic of Nicaragua. There are reasonable grounds to suspect that in her role as Attorney General, she has been actively involved in undermining the independence and competence of the Public Ministry; repressing political candidates, non-governmental organisations and journalists; and restricting access to free and fair trials, to freedom from arbitrary arrest and detention, to freedom of expression, association and peaceful assembly, and the right of all persons in Nicaragua to human rights regardless of their political views. She is responsible for undermining democracy and the rule of law, repression of civil society and the democratic opposition and for human rights violations.",1,0,0,0,15/11/2021,n.a.,UK Sanctions list,https://www.gov.uk/government/publications/the-uk-sanctions-list  ,n.a.,The Nicaragua (Sanctions) (EU Exit) Regulations 2020,UK,
507,Ramos Vanegas Alba,female,"Alba Luz Ramos Vanegas is the President of Nicaragua’s Supreme Court of Justice, and sits on the National Council for Judicial Administration and Career. There are reasonable grounds to suspect that in her role as President of the Supreme Court of Justice she has undermined the independence of the judiciary, denying accused parties in the courts a free and fair trial, and permitting and actively encouraging cruel, degrading and inhumane treatment of accused parties. She is responsible for undermining democracy and the rule of law, repression of civil society and the democratic opposition and for human rights violations.",1,0,0,0,15/11/2021,n.a.,UK Sanctions list,https://www.gov.uk/government/publications/the-uk-sanctions-list  ,n.a.,The Nicaragua (Sanctions) (EU Exit) Regulations 2020,UK,
508,Kovitidi Olga,female,"Member of the former Russian Federation Council from the annexed Autonomous Republic of Crimea. Now a member of the Federation Council Committee on Constitutional Legislation and Stage Building. 
 The trust services sanctions were imposed on 21/03/2023.",0,0,1,0,31/12/2020,n.a.,UK Sanctions list,https://www.gov.uk/government/publications/the-uk-sanctions-list  ,n.a.,The Russia (Sanctions) (EU Exit) Regulations 2019,UK,
509,Kravchenko Elena,female,"Chairperson' of the 'Central Electoral Commission' of the so-called 'Luhansk People's Republic.' In this capacity, she participated in the organisation of the so-called 'elections' of 11 November 2018 in the so-called 'Luhansk People's Republic"", and thereby actively supported and implemented actions and policies which undermine the territorial integrity, sovereignty and independence of Ukraine, and further destabilised Ukraine. The trust services sanctions were imposed on 21/03/2023.",1,0,0,0,31/12/2020,n.a.,UK Sanctions list,https://www.gov.uk/government/publications/the-uk-sanctions-list  ,n.a.,The Russia (Sanctions) (EU Exit) Regulations 2019,UK,
510,Lapteva Lesya,female,"Former ""Minister of Education, Science Culture and Religion"" of the so-called 'Lugansk People's Republic'. In taking on and acting in this capacity, Lapteva has therefore actively supported actions and policies which undermine the territorial integrity, sovereignty and independence of Ukraine, and further destabilised Ukraine. The trust services sanctions were imposed on 21/03/2023.",1,0,0,0,31/12/2020,n.a.,UK Sanctions list,https://www.gov.uk/government/publications/the-uk-sanctions-list  ,n.a.,The Russia (Sanctions) (EU Exit) Regulations 2019,UK,
511,Matviyenko Valentina,female,"Speaker of the Federation Council. On 1 March 2014, publicly supported in the Federation Council the deployment of Russian forces in Ukraine. The trust services sanctions were imposed on 21/03/2023.",1,0,0,0,31/12/2020,n.a.,UK Sanctions list,https://www.gov.uk/government/publications/the-uk-sanctions-list  ,n.a.,The Russia (Sanctions) (EU Exit) Regulations 2019,UK,
512,Mizulina Elena,female,"Former Deputy in the State Duma. Originator and co-sponsor of legislative proposals in Russia that would have allowed regions of other countries to join Russia without their central authorities' prior agreement. As of September 2015, a Member of the Federation Council from Omsk Region. Currently Deputy Chairman of the Federation Council Committee on Constitutional Legislation and State Building. The trust services sanctions were imposed on 21/03/2023.",1,0,0,0,31/12/2020,n.a.,UK Sanctions list,https://www.gov.uk/government/publications/the-uk-sanctions-list  ,n.a.,The Russia (Sanctions) (EU Exit) Regulations 2019,UK,
513,Poklonskaya Natalia,female,"Member of the State Duma, elected from the illegally annexed Autonomous Republic of Crimea. Former Prosecutor of the so-called ‘Republic of Crimea’. Actively implemented Russia's annexation of Crimea. Currently First Deputy Chairperson of the Committee for International Affairs, member of the Commission on the investigation on foreign interference in the internal affairs of the Russian Federation, member of the Committee for Security and countering corruption of the State Duma of the Russian Federation. The trust services sanctions were imposed on 21/03/2023.",1,0,0,0,31/12/2020,n.a.,UK Sanctions list,https://www.gov.uk/government/publications/the-uk-sanctions-list  ,n.a.,The Russia (Sanctions) (EU Exit) Regulations 2019,UK,
514,Pozdniakova Olga,female,"Head of the Directorate for Domestic Policy within the administration of the so called ‘Head of the Donetsk People’s Republic’. Former “Chairperson” of the ‘Central Electoral Commission’ of the so-called ‘Donetsk People’s Republic’. In this capacity, she participated in the organisation of the so-called ‘elections’ of 11 November 2018 in the so-called ‘Donetsk People’s Republic’, and thereby actively supported and implemented actions and policies which undermine the territorial integrity, sovereignty and independence of Ukraine, and further destabilised Ukraine. The trust services sanctions were imposed on 21/03/2023.",1,0,0,0,31/12/2020,n.a.,UK Sanctions list,https://www.gov.uk/government/publications/the-uk-sanctions-list  ,n.a.,The Russia (Sanctions) (EU Exit) Regulations 2019,UK,
515,Airapetyan Larisa,female,"Former so-called “Health Minister’ of the so called ‘Luhansk People's Republic’. Stood as a candidate in the so called ‘elections’ of 2 November 2014 to the post of the ‘Head’ of the so called ‘Luhansk People's Republic’. These ‘elections’ are in breach of Ukrainian law and therefore illegal. In taking on and acting in this capacity, and in participating formally as a candidate in the illegal ‘elections’, she has therefore actively supported actions and policies which undermine the territorial integrity, sovereignty and independence of Ukraine, and to further destabilised Ukraine. 
 The trust services sanctions were imposed on 21/03/2023.

Relatives/business associates or partners/links to listed individuals: Husband – Geran Hayrapetyan aka Ayrapetyan",1,0,1,1,31/12/2020,n.a.,UK Sanctions list,https://www.gov.uk/government/publications/the-uk-sanctions-list  ,n.a.,The Russia (Sanctions) (EU Exit) Regulations 2019,UK,
516,Besedina Olga,female,"Former so called ‘Minister of Economic Development and Trade’ of the so called ‘Luhansk People's Republic’. In taking on and acting in this capacity, she has therefore actively supported actions and policies which undermine the territorial integrity, sovereignty and independence of Ukraine and further destabilised Ukraine. Former head of the foreign economy department at the Office of the head of the ‘Luhansk Administration’. The trust services sanctions were imposed on 21/03/2023.",1,0,0,0,31/12/2020,n.a.,UK Sanctions list,https://www.gov.uk/government/publications/the-uk-sanctions-list  ,n.a.,The Russia (Sanctions) (EU Exit) Regulations 2019,UK,
517,Bezruchenko Natalia,female,"Secretary of the Crimea Electoral Commission. In this capacity she participated in the organisation of the Russian presidential elections of 18 March 2018 in the illegally annexed Crimea and Sevastopol, and thereby actively supported and implemented policies that undermine the territorial integrity, sovereignty and independence of Ukraine. The trust services sanctions were imposed on 21/03/2023.

Ukraine imposed sanctions on 15/05/2017",1,0,0,0,31/12/2020,n.a.,UK Sanctions list,https://www.gov.uk/government/publications/the-uk-sanctions-list  ,n.a.,The Russia (Sanctions) (EU Exit) Regulations 2019,UK,
518,Filippova Ekaterina,female,"Former so-called ‘Minister of Justice’ of the so called ‘Donetsk People's Republic’.  In taking on and acting in this capacity, she has therefore actively supported actions and policies which undermine the territorial integrity, sovereignty and independence of Ukraine and to further destabilise Ukraine. 
Commissioner for Human Rights of the so-called of the ‘Donetsk People's Republic.' 
 The trust services sanctions were imposed on 21/03/2023.",1,0,0,0,31/12/2020,n.a.,UK Sanctions list,https://www.gov.uk/government/publications/the-uk-sanctions-list  ,n.a.,The Russia (Sanctions) (EU Exit) Regulations 2019,UK,
519,Gubareva Ekaterina,female,"In her capacity of former so-called 'Minister of Foreign Affairs' she was responsible for defending the so-called 'Donetsk People's Republic' thus undermining the territorial integrity, sovereignty and independence of Ukraine. In taking on and acting in this capacity she has therefore supported actions and policies which undermine the territorial integrity, sovereignty and independence of Ukraine. Remains active in supporting separatist actions or policies. Former member of the so-called 'People's Council' of the 'Donetsk People's Republic' (until November 2018).
 The trust services sanctions were imposed on 21/03/2023.",1,0,0,0,31/12/2020,n.a.,UK Sanctions list,https://www.gov.uk/government/publications/the-uk-sanctions-list  ,n.a.,The Russia (Sanctions) (EU Exit) Regulations 2019,UK,
520,Guzeyeva Inna,female,"Deputy Chair of the Crimea Electoral Commission. In this capacity she participated in the organisation of the Russian presidential elections of 18 March 2018 in the illegally annexed Crimea and Sevastopol, and thereby actively supported and implemented policies that undermine the territorial integrity, sovereignty and independence of Ukraine. The trust services sanctions were imposed on 21/03/2023.

Ukraine imposed sanctions on 15/05/2017",1,0,0,0,31/12/2020,n.a.,UK Sanctions list,https://www.gov.uk/government/publications/the-uk-sanctions-list  ,n.a.,The Russia (Sanctions) (EU Exit) Regulations 2019,UK,
521,Kapranova Anastasiya,female,"Former Secretary of the Sevastopol Electoral Commission (until May 2019). In this capacity she participated in the organisation of the Russian presidential elections of 18 March 2018 in the illegally annexed Crimea and Sevastopol, and thereby actively supported and implemented policies that undermine the territorial integrity, sovereignty and independence of Ukraine. The trust services sanctions were imposed on 21/03/2023.",1,0,0,0,31/12/2020,n.a.,UK Sanctions list,https://www.gov.uk/government/publications/the-uk-sanctions-list  ,n.a.,The Russia (Sanctions) (EU Exit) Regulations 2019,UK,
522,Savchenko Svetlana,female,"Member of the State Duma, elected from the illegally annexed Autonomous Republic of Crimea. Member of the Duma Committee on Culture. She has been a member of the Supreme Council of the Autonomous Republic of Crimea since 2012 and as of March 2014 supported the integration of the illegally annexed Crimea and Sevastopol into the Russian Federation. In September 2014 Savchenko was elected to the State Council of the so-called ""Republic of Crimea"". She has defended the illegal annexation of Crimea and Sevastopol on numerous occasions in public statements, including interviews published on c-pravda.ru website on 2 April 2016 and 20 August 2016. She has been awarded with Russian State order ""For duties to the motherland"" - II degree in 2014 and with the order ""For loyalty to duty ""by the ""authorities"" of the ""Republic of Crimea"" in 2015. The trust services sanctions were imposed on 21/03/2023.",1,0,0,0,31/12/2020,n.a.,UK Sanctions list,https://www.gov.uk/government/publications/the-uk-sanctions-list  ,n.a.,The Russia (Sanctions) (EU Exit) Regulations 2019,UK,
523,Tchigrina Oksana,female,"Former spokesperson of the so-called ‘government’ of the so-called ‘Lugansk People’s Republic’ who made declarations justifying, inter alia, the shooting down of a Ukrainian military airplane, the taking of hostages, fighting activities by the illegal armed groups, which have as a consequence undermined the territorial integrity, sovereignty and unity of Ukraine. Former spokesperson of the head of the LPR. Remains active in supporting separatist actions or policies. The trust services sanctions were imposed on 21/03/2023.",1,0,0,0,31/12/2020,n.a.,UK Sanctions list,https://www.gov.uk/government/publications/the-uk-sanctions-list  ,n.a.,The Russia (Sanctions) (EU Exit) Regulations 2019,UK,
524,Tereshchenko Yekaterina,female,"“Secretary” of the ‘Central Election Commission’ of the so-called ‘Luhansk People’s Republic’. In this capacity, she participated in the organisation of the so-called ‘elections’ of 11 November 2018 in the so-called ‘Luhansk People’s Republic’, and thereby actively supported  and implemented actions and policies which undermine the territorial integrity, sovereignty and independence of Ukraine.  
 The trust services sanctions were imposed on 21/03/2023.",1,0,0,0,31/12/2020,n.a.,UK Sanctions list,https://www.gov.uk/government/publications/the-uk-sanctions-list  ,n.a.,The Russia (Sanctions) (EU Exit) Regulations 2019,UK,
525,Zhurova Svetlana,female,"First Deputy Chairman of the Committee on Foreign Affairs, State Duma. On 20 March 2014 Svetlana Sergeevna ZHUROVA voted in favour of the draft Federal Constitutional Law ‘on the acceptance into the Russian Federation of the Republic of Crimea and the formation within the Russian Federation of new federal subjects- the republic of Crimea and the City of Federal Status Sevastopol’. The trust services sanctions were imposed on 21/03/2023.",1,0,0,0,31/12/2020,n.a.,UK Sanctions list,https://www.gov.uk/government/publications/the-uk-sanctions-list  ,n.a.,The Russia (Sanctions) (EU Exit) Regulations 2019,UK,
526,Altabaeva Yekaterina,female,"Member of the Federation Council of the Russian Federation from the illegally annexed City of Sevastopol, undermining Ukrainian sovereignty over the City. Formerly Chair of the “Legislative Assembly” of Sevastopol, she participated in the illegal Russian-backed local elections in Sevastopol. In this role she publicly avowed Russian sovereignty over Crimea and Sevastopol. The trust services sanctions were imposed on 21/03/2023.",1,0,0,0,31/12/2020,n.a.,UK Sanctions list,https://www.gov.uk/government/publications/the-uk-sanctions-list  ,n.a.,The Russia (Sanctions) (EU Exit) Regulations 2019,UK,
527,Basova Lidia,female,"As the former Vice-Chair of the Sevastopol City Electoral Commission, Basova organised local elections under Russian law and in violation of the Constitution and law of Ukraine, Basova undermined Ukrainian sovereignty and territorial integrity, helping facilitate the integration of Sevastopol into Russia. 
 The trust services sanctions were imposed on 21/03/2023.",1,0,0,0,31/12/2020,n.a.,UK Sanctions list,https://www.gov.uk/government/publications/the-uk-sanctions-list  ,n.a.,The Russia (Sanctions) (EU Exit) Regulations 2019,UK,
528,Pyrkova Yekaterina,female,"In taking the role of secretary of the Sevastopol City Electoral Commission, Pyrkova organised elections in Sevastopol under Russian law, thereby violating the Constitution and laws of Ukraine and undermining Ukrainian sovereignty and territorial integrity, helping facilitate the integration of Sevastopol into Russia. The trust services sanctions were imposed on 21/03/2023.",1,0,0,0,31/12/2020,n.a.,UK Sanctions list,https://www.gov.uk/government/publications/the-uk-sanctions-list  ,n.a.,The Russia (Sanctions) (EU Exit) Regulations 2019,UK,
529,Georgieva Elena,female,"Elena Alexandrovna GEORGIEVA is the Chair of the Board of Novikombank. Novikombank is a subsidiary of Rostec (Russian Technologies State Corporation), a major Russian state owned defence conglomerate. Novikombank plays a significant role in the implementation of Russian government programmes aimed at the development of high technology industries in Russia by providing financing to key military and civilian projects. GEORGIEVA is involved in obtaining a benefit from or supporting the Government of Russia by working as a director or equivalent of a company which carries on business in sectors of strategic significance to the Government of Russia, in particular the defence sector. 
 The trust services sanctions were imposed on 21/03/2023.",1,0,0,0,24/02/2022,n.a.,UK Sanctions list,https://www.gov.uk/government/publications/the-uk-sanctions-list  ,n.a.,The Russia (Sanctions) (EU Exit) Regulations 2019,UK,
530,AITKULOVA Elvira,female,"Member of the State Duma of Russia who voted in favour of Federal Law No. 75577-8 “On the ratification of the Treaty of Friendship, Cooperation and Mutual Assistance between the Russian Federation and the Luhansk People's Republic” and/or Federal Law No. 75578-8 “On the ratification of the Treaty of Friendship, Cooperation and Mutual Assistance between the Russian Federation and the Donetsk People's Republic”. In so doing, the member endorsed President Putin’s decision to recognise the Donetsk People’s Republic and the Luhansk People’s Republic as independent states, thereby providing support for policies and/or actions which destabilise Ukraine and/or undermine or threaten the territorial integrity, sovereignty or independence of Ukraine. The trust services sanctions were imposed on 21/03/2023.",1,0,0,0,11/03/2022,n.a.,UK Sanctions list,https://www.gov.uk/government/publications/the-uk-sanctions-list  ,n.a.,The Russia (Sanctions) (EU Exit) Regulations 2019,UK,
531,ALIMOVA Olga,female,"Member of the State Duma of Russia who voted in favour of Federal Law No. 75577-8 “On the ratification of the Treaty of Friendship, Cooperation and Mutual Assistance between the Russian Federation and the Luhansk People's Republic” and/or Federal Law No. 75578-8 “On the ratification of the Treaty of Friendship, Cooperation and Mutual Assistance between the Russian Federation and the Donetsk People's Republic”. In so doing, the member endorsed President Putin’s decision to recognise the Donetsk People’s Republic and the Luhansk People’s Republic as independent states, thereby providing support for policies and/or actions which destabilise Ukraine and/or undermine or threaten the territorial integrity, sovereignty or independence of Ukraine. The trust services sanctions were imposed on 21/03/2023.",1,0,0,0,11/03/2022,n.a.,UK Sanctions list,https://www.gov.uk/government/publications/the-uk-sanctions-list  ,n.a.,The Russia (Sanctions) (EU Exit) Regulations 2019,UK,
532,AMELCHENKOVA Olga,female,"Member of the State Duma of Russia who voted in favour of Federal Law No. 75577-8 “On the ratification of the Treaty of Friendship, Cooperation and Mutual Assistance between the Russian Federation and the Luhansk People's Republic” and/or Federal Law No. 75578-8 “On the ratification of the Treaty of Friendship, Cooperation and Mutual Assistance between the Russian Federation and the Donetsk People's Republic”. In so doing, the member endorsed President Putin’s decision to recognise the Donetsk People’s Republic and the Luhansk People’s Republic as independent states, thereby providing support for policies and/or actions which destabilise Ukraine and/or undermine or threaten the territorial integrity, sovereignty or independence of Ukraine. The trust services sanctions were imposed on 21/03/2023.",1,0,0,0,11/03/2022,n.a.,UK Sanctions list,https://www.gov.uk/government/publications/the-uk-sanctions-list  ,n.a.,The Russia (Sanctions) (EU Exit) Regulations 2019,UK,
533,ANUFRIEVA Olga,female,"Member of the State Duma of Russia who voted in favour of Federal Law No. 75577-8 “On the ratification of the Treaty of Friendship, Cooperation and Mutual Assistance between the Russian Federation and the Luhansk People's Republic” and/or Federal Law No. 75578-8 “On the ratification of the Treaty of Friendship, Cooperation and Mutual Assistance between the Russian Federation and the Donetsk People's Republic”. In so doing, the member endorsed President Putin’s decision to recognise the Donetsk People’s Republic and the Luhansk People’s Republic as independent states, thereby providing support for policies and/or actions which destabilise Ukraine and/or undermine or threaten the territorial integrity, sovereignty or independence of Ukraine. The trust services sanctions were imposed on 21/03/2023.",1,0,0,0,11/03/2022,n.a.,UK Sanctions list,https://www.gov.uk/government/publications/the-uk-sanctions-list  ,n.a.,The Russia (Sanctions) (EU Exit) Regulations 2019,UK,
534,ARTAMONOVA Valentina,female,"Member of the State Duma of Russia who voted in favour of Federal Law No. 75577-8 “On the ratification of the Treaty of Friendship, Cooperation and Mutual Assistance between the Russian Federation and the Luhansk People's Republic” and/or Federal Law No. 75578-8 “On the ratification of the Treaty of Friendship, Cooperation and Mutual Assistance between the Russian Federation and the Donetsk People's Republic”. In so doing, the member endorsed President Putin’s decision to recognise the Donetsk People’s Republic and the Luhansk People’s Republic as independent states, thereby providing support for policies and/or actions which destabilise Ukraine and/or undermine or threaten the territorial integrity, sovereignty or independence of Ukraine. The trust services sanctions were imposed on 21/03/2023.",1,0,0,0,11/03/2022,n.a.,UK Sanctions list,https://www.gov.uk/government/publications/the-uk-sanctions-list  ,n.a.,The Russia (Sanctions) (EU Exit) Regulations 2019,UK,
535,BATALOVA Rima,female,"Member of the State Duma of Russia who voted in favour of Federal Law No. 75577-8 “On the ratification of the Treaty of Friendship, Cooperation and Mutual Assistance between the Russian Federation and the Luhansk People's Republic” and/or Federal Law No. 75578-8 “On the ratification of the Treaty of Friendship, Cooperation and Mutual Assistance between the Russian Federation and the Donetsk People's Republic”. In so doing, the member endorsed President Putin’s decision to recognise the Donetsk People’s Republic and the Luhansk People’s Republic as independent states, thereby providing support for policies and/or actions which destabilise Ukraine and/or undermine or threaten the territorial integrity, sovereignty or independence of Ukraine. The trust services sanctions were imposed on 21/03/2023.",1,0,0,0,11/03/2022,n.a.,UK Sanctions list,https://www.gov.uk/government/publications/the-uk-sanctions-list  ,n.a.,The Russia (Sanctions) (EU Exit) Regulations 2019,UK,
536,BELYKH Irina,female,"Member of the State Duma of Russia who voted in favour of Federal Law No. 75577-8 “On the ratification of the Treaty of Friendship, Cooperation and Mutual Assistance between the Russian Federation and the Luhansk People's Republic” and/or Federal Law No. 75578-8 “On the ratification of the Treaty of Friendship, Cooperation and Mutual Assistance between the Russian Federation and the Donetsk People's Republic”. In so doing, the member endorsed President Putin’s decision to recognise the Donetsk People’s Republic and the Luhansk People’s Republic as independent states, thereby providing support for policies and/or actions which destabilise Ukraine and/or undermine or threaten the territorial integrity, sovereignty or independence of Ukraine. The trust services sanctions were imposed on 21/03/2023.",1,0,0,0,11/03/2022,n.a.,UK Sanctions list,https://www.gov.uk/government/publications/the-uk-sanctions-list  ,n.a.,The Russia (Sanctions) (EU Exit) Regulations 2019,UK,
